,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male
445,446,1,1,4.0,0,2,81.8583,0,1
446,447,1,2,13.0,0,1,19.5,1,0
447,448,1,1,34.0,0,0,26.55,0,1
448,449,1,3,5.0,2,1,19.2583,1,0
449,450,1,1,52.0,0,0,30.5,0,1
450,451,0,2,36.0,1,2,27.75,0,1
451,452,0,3,33.0,1,0,19.9667,0,1
452,453,0,1,30.0,0,0,27.75,0,1
453,454,1,1,49.0,1,0,89.1042,0,1
454,455,0,3,39.0,0,0,8.05,0,1
455,456,1,3,29.0,0,0,7.8958,0,1
456,457,0,1,65.0,0,0,26.55,0,1
457,458,1,1,57.5,1,0,51.8625,1,0
458,459,1,2,50.0,0,0,10.5,1,0
459,460,0,3,49.0,0,0,7.75,0,1
460,461,1,1,48.0,0,0,26.55,0,1
461,462,0,3,34.0,0,0,8.05,0,1
462,463,0,1,47.0,0,0,38.5,0,1
463,464,0,2,48.0,0,0,13.0,0,1
464,465,0,3,43.0,0,0,8.05,0,1
465,466,0,3,38.0,0,0,7.05,0,1
466,467,0,2,47.0,0,0,0.0,0,1
467,468,0,1,56.0,0,0,26.55,0,1
468,469,0,3,28.375,0,0,7.725,0,1
469,470,1,3,0.75,2,1,19.2583,1,0
470,471,0,3,19.375,0,0,7.25,0,1
471,472,0,3,38.0,0,0,8.6625,0,1
472,473,1,2,33.0,1,2,27.75,1,0
473,474,1,2,23.0,0,0,13.7917,1,0
474,475,0,3,22.0,0,0,9.8375,1,0
475,476,0,1,28.0,0,0,52.0,0,1
476,477,0,2,34.0,1,0,21.0,0,1
477,478,0,3,29.0,1,0,7.0458,0,1
478,479,0,3,22.0,0,0,7.5208,0,1
479,480,1,3,2.0,0,1,12.2875,1,0
480,481,0,3,9.0,5,2,46.9,0,1
481,482,0,2,29.5,0,0,0.0,0,1
482,483,0,3,50.0,0,0,8.05,0,1
483,484,1,3,63.0,0,0,9.5875,1,0
484,485,1,1,25.0,1,0,91.0792,0,1
485,486,0,3,30.0,3,1,25.4667,1,0
486,487,1,1,35.0,1,0,90.0,1,0
487,488,0,1,58.0,0,0,29.7,0,1
488,489,0,3,30.0,0,0,8.05,0,1
489,490,1,3,9.0,1,1,15.9,0,1
490,491,0,3,15.0,1,0,19.9667,0,1
491,492,0,3,21.0,0,0,7.25,0,1
492,493,0,1,55.0,0,0,30.5,0,1
493,494,0,1,71.0,0,0,49.5042,0,1
494,495,0,3,21.0,0,0,8.05,0,1
495,496,0,3,37.5,0,0,14.4583,0,1
496,497,1,1,54.0,1,0,78.2667,1,0
497,498,0,3,39.5,0,0,15.1,0,1
498,499,0,1,25.0,1,2,151.55,1,0
499,500,0,3,24.0,0,0,7.7958,0,1
500,501,0,3,17.0,0,0,8.6625,0,1
501,502,0,3,21.0,0,0,7.75,1,0
502,503,0,3,29.0,0,0,7.6292,1,0
503,504,0,3,37.0,0,0,9.5875,1,0
504,505,1,1,16.0,0,0,86.5,1,0
505,506,0,1,18.0,1,0,108.9,0,1
506,507,1,2,33.0,0,2,26.0,1,0
507,508,1,1,30.5,0,0,26.55,0,1
508,509,0,3,28.0,0,0,22.525,0,1
509,510,1,3,26.0,0,0,56.4958,0,1
510,511,1,3,29.0,0,0,7.75,0,1
511,512,0,3,32.5,0,0,8.05,0,1
512,513,1,1,36.0,0,0,26.2875,0,1
513,514,1,1,54.0,1,0,59.4,1,0
514,515,0,3,24.0,0,0,7.4958,0,1
515,516,0,1,47.0,0,0,34.0208,0,1
516,517,1,2,34.0,0,0,10.5,1,0
517,518,0,3,35.0,0,0,24.15,0,1
518,519,1,2,36.0,1,0,26.0,1,0
519,520,0,3,32.0,0,0,7.8958,0,1
520,521,1,1,30.0,0,0,93.5,1,0
521,522,0,3,22.0,0,0,7.8958,0,1
522,523,0,3,33.0,0,0,7.225,0,1
523,524,1,1,44.0,0,1,57.9792,1,0
524,525,0,3,42.25,0,0,7.2292,0,1
525,526,0,3,40.5,0,0,7.75,0,1
526,527,1,2,50.0,0,0,10.5,1,0
527,528,0,1,44.5,0,0,221.7792,0,1
528,529,0,3,39.0,0,0,7.925,0,1
529,530,0,2,23.0,2,1,11.5,0,1
530,531,1,2,2.0,1,1,26.0,1,0
531,532,0,3,9.5,0,0,7.2292,0,1
532,533,0,3,17.0,1,1,7.2292,0,1
533,534,1,3,23.5,0,2,22.3583,1,0
534,535,0,3,30.0,0,0,8.6625,1,0
535,536,1,2,7.0,0,2,26.25,1,0
536,537,0,1,45.0,0,0,26.55,0,1
537,538,1,1,30.0,0,0,106.425,1,0
538,539,0,3,26.0,0,0,14.5,0,1
539,540,1,1,22.0,0,2,49.5,1,0
540,541,1,1,36.0,0,2,71.0,1,0
541,542,0,3,9.0,4,2,31.275,1,0
542,543,0,3,11.0,4,2,31.275,1,0
543,544,1,2,32.0,1,0,26.0,0,1
544,545,0,1,50.0,1,0,106.425,0,1
545,546,0,1,64.0,0,0,26.0,0,1
546,547,1,2,19.0,1,0,26.0,1,0
547,548,1,2,26.0,0,0,13.8625,0,1
548,549,0,3,33.0,1,1,20.525,0,1
549,550,1,2,8.0,1,1,36.75,0,1
550,551,1,1,17.0,0,2,110.8833,0,1
551,552,0,2,27.0,0,0,26.0,0,1
552,553,0,3,24.5,0,0,7.8292,0,1
553,554,1,3,22.0,0,0,7.225,0,1
554,555,1,3,22.0,0,0,7.775,1,0
555,556,0,1,62.0,0,0,26.55,0,1
556,557,1,1,48.0,1,0,39.6,1,0
557,558,0,1,43.5,0,0,227.525,0,1
558,559,1,1,39.0,1,1,79.65,1,0
559,560,1,3,36.0,1,0,17.4,1,0
560,561,0,3,38.0,0,0,7.75,0,1
561,562,0,3,40.0,0,0,7.8958,0,1
562,563,0,2,28.0,0,0,13.5,0,1
563,564,0,3,26.666666666666668,0,0,8.05,0,1
564,565,0,3,25.333333333333332,0,0,8.05,1,0
565,566,0,3,24.0,2,0,24.15,0,1
566,567,0,3,19.0,0,0,7.8958,0,1
567,568,0,3,29.0,0,4,21.075,1,0
568,569,0,3,30.5,0,0,7.2292,0,1
569,570,1,3,32.0,0,0,7.8542,0,1
570,571,1,2,62.0,0,0,10.5,0,1
571,572,1,1,53.0,2,0,51.4792,1,0
572,573,1,1,36.0,0,0,26.3875,0,1
573,574,1,3,26.0,0,0,7.75,1,0
574,575,0,3,16.0,0,0,8.05,0,1
575,576,0,3,19.0,0,0,14.5,0,1
576,577,1,2,34.0,0,0,13.0,1,0
577,578,1,1,39.0,1,0,55.9,1,0
578,579,0,3,35.5,1,0,14.4583,1,0
579,580,1,3,32.0,0,0,7.925,0,1
580,581,1,2,25.0,1,1,30.0,1,0
581,582,1,1,39.0,1,1,110.8833,1,0
582,583,0,2,54.0,0,0,26.0,0,1
583,584,0,1,36.0,0,0,40.125,0,1
584,585,0,3,27.0,0,0,8.7125,0,1
585,586,1,1,18.0,0,2,79.65,1,0
586,587,0,2,47.0,0,0,15.0,0,1
587,588,1,1,60.0,1,1,79.2,0,1
588,589,0,3,22.0,0,0,8.05,0,1
589,590,0,3,28.5,0,0,8.05,0,1
590,591,0,3,35.0,0,0,7.125,0,1
591,592,1,1,52.0,1,0,78.2667,1,0
592,593,0,3,47.0,0,0,7.25,0,1
593,594,0,3,42.0,0,2,7.75,1,0
594,595,0,2,37.0,1,0,26.0,0,1
595,596,0,3,36.0,1,1,24.15,0,1
596,597,1,2,42.5,0,0,33.0,1,0
597,598,0,3,49.0,0,0,0.0,0,1
598,599,0,3,49.0,0,0,7.225,0,1
599,600,1,1,49.0,1,0,56.9292,0,1
600,601,1,2,24.0,2,1,27.0,1,0
601,602,0,3,30.666666666666668,0,0,7.8958,0,1
602,603,0,1,37.333333333333336,0,0,42.4,0,1
603,604,0,3,44.0,0,0,8.05,0,1
604,605,1,1,35.0,0,0,26.55,0,1
605,606,0,3,36.0,1,0,15.55,0,1
606,607,0,3,30.0,0,0,7.8958,0,1
607,608,1,1,27.0,0,0,30.5,0,1
608,609,1,2,22.0,1,2,41.5792,1,0
609,610,1,1,40.0,0,0,153.4625,1,0
610,611,0,3,39.0,1,5,31.275,1,0
611,612,0,3,38.0,0,0,7.05,0,1
612,613,1,3,37.0,1,0,15.5,1,0
613,614,0,3,36.0,0,0,7.75,0,1
614,615,0,3,35.0,0,0,8.05,0,1
615,616,1,2,24.0,1,2,65.0,1,0
616,617,0,3,34.0,1,1,14.4,0,1
617,618,0,3,26.0,1,0,16.1,1,0
618,619,1,2,4.0,2,1,39.0,1,0
619,620,0,2,26.0,0,0,10.5,0,1
620,621,0,3,27.0,1,0,14.4542,0,1
621,622,1,1,42.0,1,0,52.5542,0,1
622,623,1,3,20.0,1,1,15.7417,0,1
623,624,0,3,21.0,0,0,7.8542,0,1
624,625,0,3,21.0,0,0,16.1,0,1
625,626,0,1,61.0,0,0,32.3208,0,1
626,627,0,2,57.0,0,0,12.35,0,1
627,628,1,1,21.0,0,0,77.9583,1,0
628,629,0,3,26.0,0,0,7.8958,0,1
629,630,0,3,53.0,0,0,7.7333,0,1
630,631,1,1,80.0,0,0,30.0,0,1
631,632,0,3,51.0,0,0,7.0542,0,1
632,633,1,1,32.0,0,0,30.5,0,1
633,634,0,1,20.5,0,0,0.0,0,1
634,635,0,3,9.0,3,2,27.9,1,0
635,636,1,2,28.0,0,0,13.0,1,0
636,637,0,3,32.0,0,0,7.925,0,1
637,638,0,2,31.0,1,1,26.25,0,1
638,639,0,3,41.0,0,5,39.6875,1,0
639,640,0,3,30.5,1,0,16.1,0,1
640,641,0,3,20.0,0,0,7.8542,0,1
641,642,1,1,24.0,0,0,69.3,1,0
642,643,0,3,2.0,3,2,27.9,1,0
643,644,1,3,1.375,0,0,56.4958,0,1
644,645,1,3,0.75,2,1,19.2583,1,0
645,646,1,1,48.0,1,0,76.7292,0,1
646,647,0,3,19.0,0,0,7.8958,0,1
647,648,1,1,56.0,0,0,35.5,0,1
648,649,0,3,39.5,0,0,7.55,0,1
649,650,1,3,23.0,0,0,7.55,1,0
650,651,0,3,20.5,0,0,7.8958,0,1
651,652,1,2,18.0,0,1,23.0,1,0
652,653,0,3,21.0,0,0,8.4333,0,1
653,654,1,3,19.5,0,0,7.8292,1,0
654,655,0,3,18.0,0,0,6.75,1,0
655,656,0,2,24.0,2,0,73.5,0,1
656,657,0,3,28.0,0,0,7.8958,0,1
657,658,0,3,32.0,1,1,15.5,1,0
658,659,0,2,23.0,0,0,13.0,0,1
659,660,0,1,58.0,0,2,113.275,0,1
660,661,1,1,50.0,2,0,133.65,0,1
661,662,0,3,40.0,0,0,7.225,0,1
662,663,0,1,47.0,0,0,25.5875,0,1
663,664,0,3,36.0,0,0,7.4958,0,1
664,665,1,3,20.0,1,0,7.925,0,1
665,666,0,2,32.0,2,0,73.5,0,1
666,667,0,2,25.0,0,0,13.0,0,1
667,668,0,3,34.0,0,0,7.775,0,1
668,669,0,3,43.0,0,0,8.05,0,1
669,670,1,1,41.5,1,0,52.0,1,0
670,671,1,2,40.0,1,1,39.0,1,0
671,672,0,1,31.0,1,0,52.0,0,1
672,673,0,2,70.0,0,0,10.5,0,1
673,674,1,2,31.0,0,0,13.0,0,1
674,675,0,2,24.5,0,0,0.0,0,1
675,676,0,3,18.0,0,0,7.775,0,1
676,677,0,3,24.5,0,0,8.05,0,1
677,678,1,3,18.0,0,0,9.8417,1,0
678,679,0,3,43.0,1,6,46.9,1,0
679,680,1,1,36.0,0,1,512.3292,0,1
680,681,0,3,31.5,0,0,8.1375,1,0
681,682,1,1,27.0,0,0,76.7292,0,1
682,683,0,3,20.0,0,0,9.225,0,1
683,684,0,3,14.0,5,2,46.9,0,1
684,685,0,2,60.0,1,1,39.0,0,1
685,686,0,2,25.0,1,2,41.5792,0,1
686,687,0,3,14.0,4,1,39.6875,0,1
687,688,0,3,19.0,0,0,10.1708,0,1
688,689,0,3,18.0,0,0,7.7958,0,1
689,690,1,1,15.0,0,1,211.3375,1,0
690,691,1,1,31.0,1,0,57.0,0,1
691,692,1,3,4.0,0,1,13.4167,1,0
692,693,1,3,14.5,0,0,56.4958,0,1
693,694,0,3,25.0,0,0,7.225,0,1
694,695,0,1,60.0,0,0,26.55,0,1
695,696,0,2,52.0,0,0,13.5,0,1
696,697,0,3,44.0,0,0,8.05,0,1
697,698,1,3,46.5,0,0,7.7333,1,0
698,699,0,1,49.0,1,1,110.8833,0,1
699,700,0,3,42.0,0,0,7.65,0,1
700,701,1,1,18.0,1,0,227.525,1,0
701,702,1,1,35.0,0,0,26.2875,0,1
702,703,0,3,18.0,0,1,14.4542,1,0
703,704,0,3,25.0,0,0,7.7417,0,1
704,705,0,3,26.0,1,0,7.8542,0,1
705,706,0,2,39.0,0,0,26.0,0,1
706,707,1,2,45.0,0,0,13.5,1,0
707,708,1,1,42.0,0,0,26.2875,0,1
708,709,1,1,22.0,0,0,151.55,1,0
709,710,1,3,23.0,1,1,15.2458,0,1
710,711,1,1,24.0,0,0,49.5042,1,0
711,712,0,1,36.0,0,0,26.55,0,1
712,713,1,1,48.0,1,0,52.0,0,1
713,714,0,3,29.0,0,0,9.4833,0,1
714,715,0,2,52.0,0,0,13.0,0,1
715,716,0,3,19.0,0,0,7.65,0,1
716,717,1,1,38.0,0,0,227.525,1,0
717,718,1,2,27.0,0,0,10.5,1,0
718,719,0,3,30.0,0,0,15.5,0,1
719,720,0,3,33.0,0,0,7.775,0,1
720,721,1,2,6.0,0,1,33.0,1,0
721,722,0,3,17.0,1,0,7.0542,0,1
722,723,0,2,34.0,0,0,13.0,0,1
723,724,0,2,50.0,0,0,13.0,0,1
724,725,1,1,27.0,1,0,53.1,0,1
725,726,0,3,20.0,0,0,8.6625,0,1
726,727,1,2,30.0,3,0,21.0,1,0
727,728,1,3,27.5,0,0,7.7375,1,0
728,729,0,2,25.0,1,0,26.0,0,1
729,730,0,3,25.0,1,0,7.925,1,0
730,731,1,1,29.0,0,0,211.3375,1,0
731,732,0,3,11.0,0,0,18.7875,0,1
732,733,0,2,17.0,0,0,0.0,0,1
733,734,0,2,23.0,0,0,13.0,0,1
734,735,0,2,23.0,0,0,13.0,0,1
735,736,0,3,28.5,0,0,16.1,0,1
736,737,0,3,48.0,1,3,34.375,1,0
737,738,1,1,35.0,0,0,512.3292,0,1
738,739,0,3,35.25,0,0,7.8958,0,1
739,740,0,3,35.5,0,0,7.8958,0,1
740,741,1,1,35.75,0,0,30.0,0,1
741,742,0,1,36.0,1,0,78.85,0,1
742,743,1,1,21.0,2,2,262.375,1,0
743,744,0,3,24.0,1,0,16.1,0,1
744,745,1,3,31.0,0,0,7.925,0,1
745,746,0,1,70.0,1,1,71.0,0,1
746,747,0,3,16.0,1,1,20.25,0,1
747,748,1,2,30.0,0,0,13.0,1,0
748,749,0,1,19.0,1,0,53.1,0,1
749,750,0,3,31.0,0,0,7.75,0,1
750,751,1,2,4.0,1,1,23.0,1,0
751,752,1,3,6.0,0,1,12.475,0,1
752,753,0,3,33.0,0,0,9.5,0,1
753,754,0,3,23.0,0,0,7.8958,0,1
754,755,1,2,48.0,1,2,65.0,1,0
755,756,1,2,0.67,1,1,14.5,0,1
756,757,0,3,28.0,0,0,7.7958,0,1
757,758,0,2,18.0,0,0,11.5,0,1
758,759,0,3,34.0,0,0,8.05,0,1
759,760,1,1,33.0,0,0,86.5,1,0
760,761,0,3,37.0,0,0,14.5,0,1
761,762,0,3,41.0,0,0,7.125,0,1
762,763,1,3,20.0,0,0,7.2292,0,1
763,764,1,1,36.0,1,2,120.0,1,0
764,765,0,3,16.0,0,0,7.775,0,1
765,766,1,1,51.0,1,0,77.9583,1,0
766,767,0,1,40.75,0,0,39.6,0,1
767,768,0,3,30.5,0,0,7.75,1,0
768,769,0,3,31.25,1,0,24.15,0,1
769,770,0,3,32.0,0,0,8.3625,0,1
770,771,0,3,24.0,0,0,9.5,0,1
771,772,0,3,48.0,0,0,7.8542,0,1
772,773,0,2,57.0,0,0,10.5,1,0
773,774,0,3,55.5,0,0,7.225,0,1
774,775,1,2,54.0,1,3,23.0,1,0
775,776,0,3,18.0,0,0,7.75,0,1
776,777,0,3,11.5,0,0,7.75,0,1
777,778,1,3,5.0,0,0,12.475,1,0
778,779,0,3,24.0,0,0,7.7375,0,1
779,780,1,1,43.0,0,1,211.3375,1,0
780,781,1,3,13.0,0,0,7.2292,1,0
781,782,1,1,17.0,1,0,57.0,1,0
782,783,0,1,29.0,0,0,30.0,0,1
783,784,0,3,27.0,1,2,23.45,0,1
784,785,0,3,25.0,0,0,7.05,0,1
785,786,0,3,25.0,0,0,7.25,0,1
786,787,1,3,18.0,0,0,7.4958,1,0
787,788,0,3,8.0,4,1,29.125,0,1
788,789,1,3,1.0,1,2,20.575,0,1
789,790,0,1,46.0,0,0,79.2,0,1
790,791,0,3,31.0,0,0,7.75,0,1
791,792,0,2,16.0,0,0,26.0,0,1
792,793,0,3,19.0,8,2,69.55,1,0
793,794,0,1,22.0,0,0,30.6958,0,1
794,795,0,3,25.0,0,0,7.8958,0,1
795,796,0,2,39.0,0,0,13.0,0,1
796,797,1,1,49.0,0,0,25.9292,1,0
797,798,1,3,31.0,0,0,8.6833,1,0
798,799,0,3,30.0,0,0,7.2292,0,1
799,800,0,3,30.0,1,1,24.15,1,0
800,801,0,2,34.0,0,0,13.0,0,1
801,802,1,2,31.0,1,1,26.25,1,0
802,803,1,1,11.0,1,2,120.0,0,1
803,804,1,3,0.42,0,1,8.5167,0,1
804,805,1,3,27.0,0,0,6.975,0,1
805,806,0,3,31.0,0,0,7.775,0,1
806,807,0,1,39.0,0,0,0.0,0,1
807,808,0,3,18.0,0,0,7.775,1,0
808,809,0,2,39.0,0,0,13.0,0,1
809,810,1,1,33.0,1,0,53.1,1,0
810,811,0,3,26.0,0,0,7.8875,0,1
811,812,0,3,39.0,0,0,24.15,0,1
812,813,0,2,35.0,0,0,10.5,0,1
813,814,0,3,6.0,4,2,31.275,1,0
814,815,0,3,30.5,0,0,8.05,0,1
815,816,0,1,26.75,0,0,0.0,0,1
816,817,0,3,23.0,0,0,7.925,1,0
817,818,0,2,31.0,1,1,37.0042,0,1
818,819,0,3,43.0,0,0,6.45,0,1
819,820,0,3,10.0,3,2,27.9,0,1
820,821,1,1,52.0,1,1,93.5,1,0
821,822,1,3,27.0,0,0,8.6625,0,1
822,823,0,1,38.0,0,0,0.0,0,1
823,824,1,3,27.0,0,1,12.475,1,0
824,825,0,3,2.0,4,1,39.6875,0,1
825,826,0,3,1.6666666666666667,0,0,6.95,0,1
826,827,0,3,1.3333333333333335,0,0,56.4958,0,1
827,828,1,2,1.0,0,2,37.0042,0,1
828,829,1,3,31.5,0,0,7.75,0,1
829,830,1,1,62.0,0,0,80.0,1,0
830,831,1,3,15.0,1,0,14.4542,1,0
831,832,1,2,0.83,1,1,18.75,0,1
832,833,0,3,11.915000000000001,0,0,7.2292,0,1
833,834,0,3,23.0,0,0,7.8542,0,1
834,835,0,3,18.0,0,0,8.3,0,1
835,836,1,1,39.0,1,1,83.1583,1,0
836,837,0,3,21.0,0,0,8.6625,0,1
837,838,0,3,26.5,0,0,8.05,0,1
838,839,1,3,32.0,0,0,56.4958,0,1
839,840,1,1,26.0,0,0,29.7,0,1
840,841,0,3,20.0,0,0,7.925,0,1
841,842,0,2,16.0,0,0,10.5,0,1
842,843,1,1,30.0,0,0,31.0,1,0
843,844,0,3,34.5,0,0,6.4375,0,1
844,845,0,3,17.0,0,0,8.6625,0,1
845,846,0,3,42.0,0,0,7.55,0,1
846,847,0,3,38.5,8,2,69.55,0,1
847,848,0,3,35.0,0,0,7.8958,0,1
848,849,0,2,28.0,0,1,33.0,0,1
849,850,1,1,16.0,1,0,89.1042,1,0
850,851,0,3,4.0,4,2,31.275,0,1
851,852,0,3,74.0,0,0,7.775,0,1
852,853,0,3,9.0,1,1,15.2458,1,0
853,854,1,1,16.0,0,1,39.4,1,0
854,855,0,2,44.0,1,0,26.0,1,0
855,856,1,3,18.0,0,1,9.35,1,0
856,857,1,1,45.0,1,1,164.8667,1,0
857,858,1,1,51.0,0,0,26.55,0,1
858,859,1,3,24.0,0,3,19.2583,1,0
859,860,0,3,32.5,0,0,7.2292,0,1
860,861,0,3,41.0,2,0,14.1083,0,1
861,862,0,2,21.0,1,0,11.5,0,1
862,863,1,1,48.0,0,0,25.9292,1,0
863,864,0,3,36.0,8,2,69.55,1,0
864,865,0,2,24.0,0,0,13.0,0,1
865,866,1,2,42.0,0,0,13.0,1,0
866,867,1,2,27.0,1,0,13.8583,1,0
867,868,0,1,31.0,0,0,50.4958,0,1
868,869,0,3,17.5,0,0,9.5,0,1
869,870,1,3,4.0,1,1,11.1333,0,1
870,871,0,3,26.0,0,0,7.8958,0,1
871,872,1,1,47.0,1,1,52.5542,1,0
872,873,0,1,33.0,0,0,5.0,0,1
873,874,0,3,47.0,0,0,9.0,0,1
874,875,1,2,28.0,1,0,24.0,1,0
875,876,1,3,15.0,0,0,7.225,1,0
876,877,0,3,20.0,0,0,9.8458,0,1
877,878,0,3,19.0,0,0,7.8958,0,1
878,879,0,3,37.5,0,0,7.8958,0,1
879,880,1,1,56.0,0,1,83.1583,1,0
880,881,1,2,25.0,0,1,26.0,1,0
881,882,0,3,33.0,0,0,7.8958,0,1
882,883,0,3,22.0,0,0,10.5167,1,0
883,884,0,2,28.0,0,0,10.5,0,1
884,885,0,3,25.0,0,0,7.05,0,1
885,886,0,3,39.0,0,5,29.125,1,0
886,887,0,2,27.0,0,0,13.0,0,1
887,888,1,1,19.0,0,0,30.0,1,0
888,889,0,3,22.5,1,2,23.45,1,0
889,890,1,1,26.0,0,0,30.0,0,1
890,891,0,3,32.0,0,0,7.75,0,1
