PASSENGERID,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male
444,1,2,28.0,0,0,13.0,1,0
445,1,3,16.0,0,0,8.1125,0,1
446,1,1,4.0,0,2,81.8583,0,1
447,1,2,13.0,0,1,19.5,1,0
448,1,1,34.0,0,0,26.55,0,1
449,1,3,5.0,2,1,19.2583,1,0
450,1,1,52.0,0,0,30.5,0,1
451,0,2,36.0,1,2,27.75,0,1
452,0,3,33.0,1,0,19.9667,0,1
453,0,1,30.0,0,0,27.75,0,1
454,1,1,49.0,1,0,89.1042,0,1
455,0,3,39.0,0,0,8.05,0,1
456,1,3,29.0,0,0,7.8958,0,1
457,0,1,65.0,0,0,26.55,0,1
458,1,1,57.5,1,0,51.8625,1,0
459,1,2,50.0,0,0,10.5,1,0
460,0,3,49.0,0,0,7.75,0,1
461,1,1,48.0,0,0,26.55,0,1
462,0,3,34.0,0,0,8.05,0,1
463,0,1,47.0,0,0,38.5,0,1
464,0,2,48.0,0,0,13.0,0,1
465,0,3,43.0,0,0,8.05,0,1
466,0,3,38.0,0,0,7.05,0,1
467,0,2,47.0,0,0,0.0,0,1
468,0,1,56.0,0,0,26.55,0,1
469,0,3,28.375,0,0,7.725,0,1
470,1,3,0.75,2,1,19.2583,1,0
471,0,3,19.375,0,0,7.25,0,1
472,0,3,38.0,0,0,8.6625,0,1
473,1,2,33.0,1,2,27.75,1,0
474,1,2,23.0,0,0,13.7917,1,0
475,0,3,22.0,0,0,9.8375,1,0
476,0,1,28.0,0,0,52.0,0,1
477,0,2,34.0,1,0,21.0,0,1
478,0,3,29.0,1,0,7.0458,0,1
479,0,3,22.0,0,0,7.5208,0,1
480,1,3,2.0,0,1,12.2875,1,0
481,0,3,9.0,5,2,46.9,0,1
482,0,2,29.5,0,0,0.0,0,1
483,0,3,50.0,0,0,8.05,0,1
484,1,3,63.0,0,0,9.5875,1,0
485,1,1,25.0,1,0,91.0792,0,1
486,0,3,30.0,3,1,25.4667,1,0
487,1,1,35.0,1,0,90.0,1,0
488,0,1,58.0,0,0,29.7,0,1
489,0,3,30.0,0,0,8.05,0,1
490,1,3,9.0,1,1,15.9,0,1
491,0,3,15.0,1,0,19.9667,0,1
492,0,3,21.0,0,0,7.25,0,1
493,0,1,55.0,0,0,30.5,0,1
494,0,1,71.0,0,0,49.5042,0,1
495,0,3,21.0,0,0,8.05,0,1
496,0,3,37.5,0,0,14.4583,0,1
497,1,1,54.0,1,0,78.2667,1,0
498,0,3,39.5,0,0,15.1,0,1
499,0,1,25.0,1,2,151.55,1,0
500,0,3,24.0,0,0,7.7958,0,1
501,0,3,17.0,0,0,8.6625,0,1
502,0,3,21.0,0,0,7.75,1,0
503,0,3,29.0,0,0,7.6292,1,0
504,0,3,37.0,0,0,9.5875,1,0
505,1,1,16.0,0,0,86.5,1,0
506,0,1,18.0,1,0,108.9,0,1
507,1,2,33.0,0,2,26.0,1,0
508,1,1,30.5,0,0,26.55,0,1
509,0,3,28.0,0,0,22.525,0,1
510,1,3,26.0,0,0,56.4958,0,1
511,1,3,29.0,0,0,7.75,0,1
512,0,3,32.5,0,0,8.05,0,1
513,1,1,36.0,0,0,26.2875,0,1
514,1,1,54.0,1,0,59.4,1,0
515,0,3,24.0,0,0,7.4958,0,1
516,0,1,47.0,0,0,34.0208,0,1
517,1,2,34.0,0,0,10.5,1,0
518,0,3,35.0,0,0,24.15,0,1
519,1,2,36.0,1,0,26.0,1,0
520,0,3,32.0,0,0,7.8958,0,1
521,1,1,30.0,0,0,93.5,1,0
522,0,3,22.0,0,0,7.8958,0,1
523,0,3,33.0,0,0,7.225,0,1
524,1,1,44.0,0,1,57.9792,1,0
525,0,3,42.25,0,0,7.2292,0,1
526,0,3,40.5,0,0,7.75,0,1
527,1,2,50.0,0,0,10.5,1,0
528,0,1,44.5,0,0,221.7792,0,1
529,0,3,39.0,0,0,7.925,0,1
530,0,2,23.0,2,1,11.5,0,1
531,1,2,2.0,1,1,26.0,1,0
532,0,3,9.5,0,0,7.2292,0,1
533,0,3,17.0,1,1,7.2292,0,1
534,1,3,23.5,0,2,22.3583,1,0
535,0,3,30.0,0,0,8.6625,1,0
536,1,2,7.0,0,2,26.25,1,0
537,0,1,45.0,0,0,26.55,0,1
538,1,1,30.0,0,0,106.425,1,0
539,0,3,26.0,0,0,14.5,0,1
540,1,1,22.0,0,2,49.5,1,0
541,1,1,36.0,0,2,71.0,1,0
542,0,3,9.0,4,2,31.275,1,0
543,0,3,11.0,4,2,31.275,1,0
544,1,2,32.0,1,0,26.0,0,1
545,0,1,50.0,1,0,106.425,0,1
546,0,1,64.0,0,0,26.0,0,1
547,1,2,19.0,1,0,26.0,1,0
548,1,2,26.0,0,0,13.8625,0,1
549,0,3,33.0,1,1,20.525,0,1
550,1,2,8.0,1,1,36.75,0,1
551,1,1,17.0,0,2,110.8833,0,1
552,0,2,27.0,0,0,26.0,0,1
553,0,3,24.5,0,0,7.8292,0,1
554,1,3,22.0,0,0,7.225,0,1
555,1,3,22.0,0,0,7.775,1,0
556,0,1,62.0,0,0,26.55,0,1
557,1,1,48.0,1,0,39.6,1,0
558,0,1,43.5,0,0,227.525,0,1
559,1,1,39.0,1,1,79.65,1,0
560,1,3,36.0,1,0,17.4,1,0
561,0,3,38.0,0,0,7.75,0,1
562,0,3,40.0,0,0,7.8958,0,1
563,0,2,28.0,0,0,13.5,0,1
564,0,3,26.666666666666668,0,0,8.05,0,1
565,0,3,25.333333333333332,0,0,8.05,1,0
566,0,3,24.0,2,0,24.15,0,1
567,0,3,19.0,0,0,7.8958,0,1
568,0,3,29.0,0,4,21.075,1,0
569,0,3,30.5,0,0,7.2292,0,1
570,1,3,32.0,0,0,7.8542,0,1
571,1,2,62.0,0,0,10.5,0,1
572,1,1,53.0,2,0,51.4792,1,0
573,1,1,36.0,0,0,26.3875,0,1
574,1,3,26.0,0,0,7.75,1,0
575,0,3,16.0,0,0,8.05,0,1
576,0,3,19.0,0,0,14.5,0,1
577,1,2,34.0,0,0,13.0,1,0
578,1,1,39.0,1,0,55.9,1,0
579,0,3,35.5,1,0,14.4583,1,0
580,1,3,32.0,0,0,7.925,0,1
581,1,2,25.0,1,1,30.0,1,0
582,1,1,39.0,1,1,110.8833,1,0
583,0,2,54.0,0,0,26.0,0,1
584,0,1,36.0,0,0,40.125,0,1
585,0,3,27.0,0,0,8.7125,0,1
586,1,1,18.0,0,2,79.65,1,0
587,0,2,47.0,0,0,15.0,0,1
588,1,1,60.0,1,1,79.2,0,1
589,0,3,22.0,0,0,8.05,0,1
590,0,3,28.5,0,0,8.05,0,1
591,0,3,35.0,0,0,7.125,0,1
592,1,1,52.0,1,0,78.2667,1,0
593,0,3,47.0,0,0,7.25,0,1
594,0,3,42.0,0,2,7.75,1,0
595,0,2,37.0,1,0,26.0,0,1
596,0,3,36.0,1,1,24.15,0,1
597,1,2,42.5,0,0,33.0,1,0
598,0,3,49.0,0,0,0.0,0,1
599,0,3,49.0,0,0,7.225,0,1
600,1,1,49.0,1,0,56.9292,0,1
601,1,2,24.0,2,1,27.0,1,0
602,0,3,30.666666666666668,0,0,7.8958,0,1
603,0,1,37.333333333333336,0,0,42.4,0,1
604,0,3,44.0,0,0,8.05,0,1
605,1,1,35.0,0,0,26.55,0,1
606,0,3,36.0,1,0,15.55,0,1
607,0,3,30.0,0,0,7.8958,0,1
608,1,1,27.0,0,0,30.5,0,1
609,1,2,22.0,1,2,41.5792,1,0
610,1,1,40.0,0,0,153.4625,1,0
611,0,3,39.0,1,5,31.275,1,0
612,0,3,38.0,0,0,7.05,0,1
613,1,3,37.0,1,0,15.5,1,0
614,0,3,36.0,0,0,7.75,0,1
615,0,3,35.0,0,0,8.05,0,1
616,1,2,24.0,1,2,65.0,1,0
617,0,3,34.0,1,1,14.4,0,1
618,0,3,26.0,1,0,16.1,1,0
619,1,2,4.0,2,1,39.0,1,0
620,0,2,26.0,0,0,10.5,0,1
621,0,3,27.0,1,0,14.4542,0,1
622,1,1,42.0,1,0,52.5542,0,1
623,1,3,20.0,1,1,15.7417,0,1
624,0,3,21.0,0,0,7.8542,0,1
625,0,3,21.0,0,0,16.1,0,1
626,0,1,61.0,0,0,32.3208,0,1
627,0,2,57.0,0,0,12.35,0,1
628,1,1,21.0,0,0,77.9583,1,0
629,0,3,26.0,0,0,7.8958,0,1
630,0,3,53.0,0,0,7.7333,0,1
631,1,1,80.0,0,0,30.0,0,1
632,0,3,51.0,0,0,7.0542,0,1
633,1,1,32.0,0,0,30.5,0,1
634,0,1,20.5,0,0,0.0,0,1
635,0,3,9.0,3,2,27.9,1,0
636,1,2,28.0,0,0,13.0,1,0
637,0,3,32.0,0,0,7.925,0,1
638,0,2,31.0,1,1,26.25,0,1
639,0,3,41.0,0,5,39.6875,1,0
640,0,3,30.5,1,0,16.1,0,1
641,0,3,20.0,0,0,7.8542,0,1
642,1,1,24.0,0,0,69.3,1,0
643,0,3,2.0,3,2,27.9,1,0
644,1,3,1.375,0,0,56.4958,0,1
645,1,3,0.75,2,1,19.2583,1,0
646,1,1,48.0,1,0,76.7292,0,1
647,0,3,19.0,0,0,7.8958,0,1
648,1,1,56.0,0,0,35.5,0,1
649,0,3,39.5,0,0,7.55,0,1
650,1,3,23.0,0,0,7.55,1,0
651,0,3,20.5,0,0,7.8958,0,1
652,1,2,18.0,0,1,23.0,1,0
653,0,3,21.0,0,0,8.4333,0,1
654,1,3,19.5,0,0,7.8292,1,0
655,0,3,18.0,0,0,6.75,1,0
656,0,2,24.0,2,0,73.5,0,1
657,0,3,28.0,0,0,7.8958,0,1
658,0,3,32.0,1,1,15.5,1,0
659,0,2,23.0,0,0,13.0,0,1
660,0,1,58.0,0,2,113.275,0,1
661,1,1,50.0,2,0,133.65,0,1
662,0,3,40.0,0,0,7.225,0,1
663,0,1,47.0,0,0,25.5875,0,1
664,0,3,36.0,0,0,7.4958,0,1
665,1,3,20.0,1,0,7.925,0,1
666,0,2,32.0,2,0,73.5,0,1
667,0,2,25.0,0,0,13.0,0,1
668,0,3,34.0,0,0,7.775,0,1
669,0,3,43.0,0,0,8.05,0,1
670,1,1,41.5,1,0,52.0,1,0
671,1,2,40.0,1,1,39.0,1,0
672,0,1,31.0,1,0,52.0,0,1
673,0,2,70.0,0,0,10.5,0,1
674,1,2,31.0,0,0,13.0,0,1
675,0,2,24.5,0,0,0.0,0,1
676,0,3,18.0,0,0,7.775,0,1
677,0,3,24.5,0,0,8.05,0,1
678,1,3,18.0,0,0,9.8417,1,0
679,0,3,43.0,1,6,46.9,1,0
680,1,1,36.0,0,1,512.3292,0,1
681,0,3,31.5,0,0,8.1375,1,0
682,1,1,27.0,0,0,76.7292,0,1
683,0,3,20.0,0,0,9.225,0,1
684,0,3,14.0,5,2,46.9,0,1
685,0,2,60.0,1,1,39.0,0,1
686,0,2,25.0,1,2,41.5792,0,1
687,0,3,14.0,4,1,39.6875,0,1
688,0,3,19.0,0,0,10.1708,0,1
689,0,3,18.0,0,0,7.7958,0,1
690,1,1,15.0,0,1,211.3375,1,0
691,1,1,31.0,1,0,57.0,0,1
692,1,3,4.0,0,1,13.4167,1,0
693,1,3,14.5,0,0,56.4958,0,1
694,0,3,25.0,0,0,7.225,0,1
695,0,1,60.0,0,0,26.55,0,1
696,0,2,52.0,0,0,13.5,0,1
697,0,3,44.0,0,0,8.05,0,1
698,1,3,46.5,0,0,7.7333,1,0
699,0,1,49.0,1,1,110.8833,0,1
700,0,3,42.0,0,0,7.65,0,1
701,1,1,18.0,1,0,227.525,1,0
702,1,1,35.0,0,0,26.2875,0,1
703,0,3,18.0,0,1,14.4542,1,0
704,0,3,25.0,0,0,7.7417,0,1
705,0,3,26.0,1,0,7.8542,0,1
706,0,2,39.0,0,0,26.0,0,1
707,1,2,45.0,0,0,13.5,1,0
708,1,1,42.0,0,0,26.2875,0,1
709,1,1,22.0,0,0,151.55,1,0
710,1,3,23.0,1,1,15.2458,0,1
711,1,1,24.0,0,0,49.5042,1,0
712,0,1,36.0,0,0,26.55,0,1
713,1,1,48.0,1,0,52.0,0,1
714,0,3,29.0,0,0,9.4833,0,1
715,0,2,52.0,0,0,13.0,0,1
716,0,3,19.0,0,0,7.65,0,1
717,1,1,38.0,0,0,227.525,1,0
718,1,2,27.0,0,0,10.5,1,0
719,0,3,30.0,0,0,15.5,0,1
720,0,3,33.0,0,0,7.775,0,1
721,1,2,6.0,0,1,33.0,1,0
722,0,3,17.0,1,0,7.0542,0,1
723,0,2,34.0,0,0,13.0,0,1
724,0,2,50.0,0,0,13.0,0,1
725,1,1,27.0,1,0,53.1,0,1
726,0,3,20.0,0,0,8.6625,0,1
727,1,2,30.0,3,0,21.0,1,0
728,1,3,27.5,0,0,7.7375,1,0
729,0,2,25.0,1,0,26.0,0,1
730,0,3,25.0,1,0,7.925,1,0
731,1,1,29.0,0,0,211.3375,1,0
732,0,3,11.0,0,0,18.7875,0,1
733,0,2,17.0,0,0,0.0,0,1
734,0,2,23.0,0,0,13.0,0,1
735,0,2,23.0,0,0,13.0,0,1
736,0,3,28.5,0,0,16.1,0,1
737,0,3,48.0,1,3,34.375,1,0
738,1,1,35.0,0,0,512.3292,0,1
739,0,3,35.25,0,0,7.8958,0,1
740,0,3,35.5,0,0,7.8958,0,1
741,1,1,35.75,0,0,30.0,0,1
742,0,1,36.0,1,0,78.85,0,1
743,1,1,21.0,2,2,262.375,1,0
744,0,3,24.0,1,0,16.1,0,1
745,1,3,31.0,0,0,7.925,0,1
746,0,1,70.0,1,1,71.0,0,1
747,0,3,16.0,1,1,20.25,0,1
748,1,2,30.0,0,0,13.0,1,0
749,0,1,19.0,1,0,53.1,0,1
750,0,3,31.0,0,0,7.75,0,1
751,1,2,4.0,1,1,23.0,1,0
752,1,3,6.0,0,1,12.475,0,1
753,0,3,33.0,0,0,9.5,0,1
754,0,3,23.0,0,0,7.8958,0,1
755,1,2,48.0,1,2,65.0,1,0
756,1,2,0.67,1,1,14.5,0,1
757,0,3,28.0,0,0,7.7958,0,1
758,0,2,18.0,0,0,11.5,0,1
759,0,3,34.0,0,0,8.05,0,1
760,1,1,33.0,0,0,86.5,1,0
761,0,3,37.0,0,0,14.5,0,1
762,0,3,41.0,0,0,7.125,0,1
763,1,3,20.0,0,0,7.2292,0,1
764,1,1,36.0,1,2,120.0,1,0
765,0,3,16.0,0,0,7.775,0,1
766,1,1,51.0,1,0,77.9583,1,0
767,0,1,40.75,0,0,39.6,0,1
768,0,3,30.5,0,0,7.75,1,0
769,0,3,31.25,1,0,24.15,0,1
770,0,3,32.0,0,0,8.3625,0,1
771,0,3,24.0,0,0,9.5,0,1
772,0,3,48.0,0,0,7.8542,0,1
773,0,2,57.0,0,0,10.5,1,0
774,0,3,55.5,0,0,7.225,0,1
775,1,2,54.0,1,3,23.0,1,0
776,0,3,18.0,0,0,7.75,0,1
777,0,3,11.5,0,0,7.75,0,1
778,1,3,5.0,0,0,12.475,1,0
779,0,3,24.0,0,0,7.7375,0,1
780,1,1,43.0,0,1,211.3375,1,0
781,1,3,13.0,0,0,7.2292,1,0
782,1,1,17.0,1,0,57.0,1,0
783,0,1,29.0,0,0,30.0,0,1
784,0,3,27.0,1,2,23.45,0,1
785,0,3,25.0,0,0,7.05,0,1
786,0,3,25.0,0,0,7.25,0,1
787,1,3,18.0,0,0,7.4958,1,0
788,0,3,8.0,4,1,29.125,0,1
789,1,3,1.0,1,2,20.575,0,1
790,0,1,46.0,0,0,79.2,0,1
791,0,3,31.0,0,0,7.75,0,1
792,0,2,16.0,0,0,26.0,0,1
793,0,3,19.0,8,2,69.55,1,0
794,0,1,22.0,0,0,30.6958,0,1
795,0,3,25.0,0,0,7.8958,0,1
796,0,2,39.0,0,0,13.0,0,1
797,1,1,49.0,0,0,25.9292,1,0
798,1,3,31.0,0,0,8.6833,1,0
799,0,3,30.0,0,0,7.2292,0,1
800,0,3,30.0,1,1,24.15,1,0
801,0,2,34.0,0,0,13.0,0,1
802,1,2,31.0,1,1,26.25,1,0
803,1,1,11.0,1,2,120.0,0,1
804,1,3,0.42,0,1,8.5167,0,1
805,1,3,27.0,0,0,6.975,0,1
806,0,3,31.0,0,0,7.775,0,1
807,0,1,39.0,0,0,0.0,0,1
808,0,3,18.0,0,0,7.775,1,0
809,0,2,39.0,0,0,13.0,0,1
810,1,1,33.0,1,0,53.1,1,0
811,0,3,26.0,0,0,7.8875,0,1
812,0,3,39.0,0,0,24.15,0,1
813,0,2,35.0,0,0,10.5,0,1
814,0,3,6.0,4,2,31.275,1,0
815,0,3,30.5,0,0,8.05,0,1
816,0,1,26.75,0,0,0.0,0,1
817,0,3,23.0,0,0,7.925,1,0
818,0,2,31.0,1,1,37.0042,0,1
819,0,3,43.0,0,0,6.45,0,1
820,0,3,10.0,3,2,27.9,0,1
821,1,1,52.0,1,1,93.5,1,0
822,1,3,27.0,0,0,8.6625,0,1
823,0,1,38.0,0,0,0.0,0,1
824,1,3,27.0,0,1,12.475,1,0
825,0,3,2.0,4,1,39.6875,0,1
826,0,3,1.6666666666666667,0,0,6.95,0,1
827,0,3,1.3333333333333335,0,0,56.4958,0,1
828,1,2,1.0,0,2,37.0042,0,1
829,1,3,31.5,0,0,7.75,0,1
830,1,1,62.0,0,0,80.0,1,0
831,1,3,15.0,1,0,14.4542,1,0
832,1,2,0.83,1,1,18.75,0,1
833,0,3,11.915000000000001,0,0,7.2292,0,1
834,0,3,23.0,0,0,7.8542,0,1
835,0,3,18.0,0,0,8.3,0,1
836,1,1,39.0,1,1,83.1583,1,0
837,0,3,21.0,0,0,8.6625,0,1
838,0,3,26.5,0,0,8.05,0,1
839,1,3,32.0,0,0,56.4958,0,1
840,1,1,26.0,0,0,29.7,0,1
841,0,3,20.0,0,0,7.925,0,1
842,0,2,16.0,0,0,10.5,0,1
843,1,1,30.0,0,0,31.0,1,0
844,0,3,34.5,0,0,6.4375,0,1
845,0,3,17.0,0,0,8.6625,0,1
846,0,3,42.0,0,0,7.55,0,1
847,0,3,38.5,8,2,69.55,0,1
848,0,3,35.0,0,0,7.8958,0,1
849,0,2,28.0,0,1,33.0,0,1
850,1,1,16.0,1,0,89.1042,1,0
851,0,3,4.0,4,2,31.275,0,1
852,0,3,74.0,0,0,7.775,0,1
853,0,3,9.0,1,1,15.2458,1,0
854,1,1,16.0,0,1,39.4,1,0
855,0,2,44.0,1,0,26.0,1,0
856,1,3,18.0,0,1,9.35,1,0
857,1,1,45.0,1,1,164.8667,1,0
858,1,1,51.0,0,0,26.55,0,1
859,1,3,24.0,0,3,19.2583,1,0
860,0,3,32.5,0,0,7.2292,0,1
861,0,3,41.0,2,0,14.1083,0,1
862,0,2,21.0,1,0,11.5,0,1
863,1,1,48.0,0,0,25.9292,1,0
864,0,3,36.0,8,2,69.55,1,0
865,0,2,24.0,0,0,13.0,0,1
866,1,2,42.0,0,0,13.0,1,0
867,1,2,27.0,1,0,13.8583,1,0
868,0,1,31.0,0,0,50.4958,0,1
869,0,3,17.5,0,0,9.5,0,1
870,1,3,4.0,1,1,11.1333,0,1
871,0,3,26.0,0,0,7.8958,0,1
872,1,1,47.0,1,1,52.5542,1,0
873,0,1,33.0,0,0,5.0,0,1
874,0,3,47.0,0,0,9.0,0,1
875,1,2,28.0,1,0,24.0,1,0
876,1,3,15.0,0,0,7.225,1,0
877,0,3,20.0,0,0,9.8458,0,1
878,0,3,19.0,0,0,7.8958,0,1
879,0,3,37.5,0,0,7.8958,0,1
880,1,1,56.0,0,1,83.1583,1,0
881,1,2,25.0,0,1,26.0,1,0
882,0,3,33.0,0,0,7.8958,0,1
883,0,3,22.0,0,0,10.5167,1,0
884,0,2,28.0,0,0,10.5,0,1
885,0,3,25.0,0,0,7.05,0,1
886,0,3,39.0,0,5,29.125,1,0
887,0,2,27.0,0,0,13.0,0,1
888,1,1,19.0,0,0,30.0,1,0
889,0,3,22.5,1,2,23.45,1,0
890,1,1,26.0,0,0,30.0,0,1
891,0,3,32.0,0,0,7.75,0,1
